,PREFERRED NAME,CASRN,SMILES,use
2291,Octylammonium methanearsonate,6379-37-9,CCCCCCCC[NH3+].C[As](O)([O-])=O,"Defoliant,Herbicide"
2292,Octylphenoxy polyethoxy ethanol - iodine complex,53404-04-9,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1.II,"Fungicide,Herbicide,Microbiocide"
2295,Ofurace,58810-48-3,Cc1cccc(C)c1N(C2CCOC2=O)C(=O)CCl,Fungicide
2313,Oil of wintergreen,"119-36-8, 68917-75-9",COC(=O)c1ccccc1O,Insecticide
2315,"Oleic acid, potassium salt",143-18-0,[K+].CCCCCCCC\C=C/CCCCCCCC([O-])=O,"Adjuvant,Insecticide"
2316,"Oleic acid, triethanolamine salt",2717-15-9,CCCCCCCC\C=C/CCCCCCCC(O)=O.OCCN(CCO)CCO,"Adjuvant,Insecticide,Microbiocide"
2318,Oleyl dimethyl ethyl ammonium bromide,14351-44-1,[Br-].CCCCCCCC\C=C/CCCCCCCC[N+](C)(C)CC,Microbiocide
2319,"Oleylamine 2,4-dichlorophenoxyacetate",2388-40-1,CCCCCCCC\C=C/CCCCCCCCN.OC(=O)COc1ccc(Cl)cc1Cl,Herbicide
2320,Omadine TBAO,33079-08-2,CC(C)(C)N.ON1C=CC=CC1=S,"Fungicide,Microbiocide"
2321,Omethoate,1113-02-6,CNC(=O)CS[P](=O)(OC)OC,"Breakdown product,Insecticide"
2322,OMPA,152-16-9,CN(C)[P](=O)(O[P](=O)(N(C)C)N(C)C)N(C)C,Insecticide
2324,Orbencarb,34622-58-7,CCN(CC)C(=O)SCc1ccccc1Cl,Herbicide
2327,Ortho-benzyl-para-chlorophenol,120-32-1,Oc1ccc(Cl)cc1Cc2ccccc2,"Fungicide,Microbiocide"
2328,"Ortho-benzyl-para-chlorophenol, potassium salt",35471-49-9,[K+].[O-]c1ccc(Cl)cc1Cc2ccccc2,Microbiocide
2329,"Ortho-benzyl-para-chlorophenol, sodium salt",3184-65-4,[Na+].[O-]c1ccc(Cl)cc1Cc2ccccc2,"Fungicide,Microbiocide"
2330,"Ortho-dichlorobenzene (1,2-dichlorobenzene)",95-50-1,Clc1ccccc1Cl,Insecticide
2332,Ortho-phenylphenol,90-43-7,Oc1ccccc1c2ccccc2,Microbiocide
2333,"Ortho-phenylphenol, ammonium salt",52704-98-0,N.Oc1ccccc1c2ccccc2,Microbiocide
2334,"Ortho-phenylphenol, potassium salt",13707-65-8,[K+].[O-]c1ccccc1c2ccccc2,Microbiocide
2335,"Ortho-phenylphenol, sodium salt",132-27-4,[Na+].[O-]c1ccccc1c2ccccc2,Microbiocide
2337,Oryzalin,19044-88-3,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](N)(=O)=O)[N+]([O-])=O,Herbicide
2339,Oxabetrinil,"1099049-62-3, 94593-79-0, 74782-23-3",N#CC(=N\OCC1OCCO1)/c2ccccc2,Herbicide Safener
2340,Oxadiargyl,39807-15-3,CC(C)(C)C1=NN(C(=O)O1)c2cc(OCC#C)c(Cl)cc2Cl,Herbicide
2341,Oxadiazon,19666-30-9,CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl,Herbicide
2342,Oxadixyl,77732-09-3,COCC(=O)N(N1CCOC1=O)c2c(C)cccc2C,Fungicide
2344,Oxamyl,23135-22-0,CNC(=O)O\N=C(SC)\C(=O)N(C)C,"Insecticide,Nematicide"
2345,Oxapyrazon,4489-31-0,OC(=O)C(=O)NC1=C(Br)C(=O)N(N=C1)c2ccccc2,Herbicide
2348,Oxasulfuron,144651-06-9,Cc1cc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(=O)OC3COC3)n1,Herbicide
2350,Oxazolidine E,7747-35-5,CCC12COCN1COC2,Microbiocide
2351,Oxolinic acid,14698-29-4,CCN1C=C(C(O)=O)C(=O)c2cc3OCOc3cc12,"Fungicide,Microbiocide"
2352,Oxycarboxin,5259-88-1,CC1=C(C(=O)Nc2ccccc2)[S](=O)(=O)CCO1,Fungicide
2353,Oxydemeton-methyl,301-12-2,CC[S](=O)CCS[P](=O)(OC)OC,Insecticide
2355,Oxyfluorfen,42874-03-3,CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,Herbicide
2356,Oxypurinol,2465-59-0,O=C1NC(=O)C2=CNNC2=N1,"Bait,Insecticide"
2357,Oxytetracycline,79-57-2,O.O.[Na+].[Na+].CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3[C-](C(=O)c4c([O-])cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,"Drug,Fungicide,Microbiocide"
2358,Oxytetracycline hydrochloride,2058-46-0,[Cl-].CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+],"Drug,Fungicide,Microbiocide"
2359,Oxythioquinox,2439-01-2,Cc1ccc2nc3SC(=O)Sc3nc2c1,"Fumigant,Fungicide,Insecticide"
2361,p-Chlorobenzyl p-fluorophenyl sulfide,405-30-1,Fc1ccc(SCc2ccc(Cl)cc2)cc1,Insecticide
2362,p-cresol,106-44-5,Cc1ccc(O)cc1,Microbiocide
2363,p-Cresyl acetate,140-39-6,CC(=O)Oc1ccc(C)cc1,Microbiocide
2364,p-Methoxycinnamaldehyde,1963-36-6,COc1ccc(\C=C\C=O)cc1,"Dog and Cat Repellent,Insect Repellent,Insecticide"
2365,p-Nitrophenol,100-02-7,Oc1ccc(cc1)[N+]([O-])=O,"Breakdown product,Fungicide"
2370,Para-chloro-meta-cresol,59-50-7,Cc1cc(O)ccc1Cl,"Fungicide,Microbiocide"
2371,para-Chloro-ortho-cresol,1570-64-5,Cc1cc(Cl)ccc1O,Microbiocide
2372,"Para-dichlorobenzene  (1,4-dichlorobenzene)",106-46-7,Clc1ccc(Cl)cc1,"Chemical intermediate,Dye,Electronics production,Fungicide,Insect Repellent,Insecticide,Lubricant,Paints, coatings, resins,Polymer production,Rodenticide"
2373,Para-tert-amylphenol,80-46-6,CCC(C)(C)c1ccc(O)cc1,Microbiocide
2374,"Para-tert-amylphenol, potassium salt",53404-18-5,[K+].CCC(C)(C)c1ccc([O-])cc1,Microbiocide
2375,Para-tert-butylphenol,98-54-4,CC(C)(C)c1ccc(O)cc1,Microbiocide
2377,Parafluron,7159-99-1,CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F,Herbicide
2378,Paraformaldehyde,30525-89-4,C=O,"Fungicide,Impurity,Insecticide,Microbiocide"
2379,Paraquat bis(methylsulfate),2074-50-2,CO[S]([O-])(=O)=O.CO[S]([O-])(=O)=O.C[n+]1ccc(cc1)c2cc[n+](C)cc2,Herbicide
2381,Paraquat dichloride,1910-42-5,[Cl-].[Cl-].C[n+]1ccc(cc1)c2cc[n+](C)cc2,Herbicide
2383,Parathion,56-38-2,CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,Insecticide
2385,Parinol,17781-31-6,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)c3cccnc3,Fungicide
2387,PCNB,82-68-8,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,"Algaecide,Fungicide,Nematicide"
2389,PCP,"87-86-5, 87-85-4",PCP,"Algaecide,Fungicide,Herbicide,Impurity,Microbiocide,Molluscicide,Wood Preservative"
2392,"PCP, sodium salt",131-52-2,[Na+].[O-]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,"Algaecide,Fungicide,Impurity,Microbiocide,Molluscicide,Wood Preservative"
2394,Pebulate,1114-71-2,CCCCN(CC)C(=O)SCCC,Herbicide
2395,Penconazole,66246-88-6,CCCC(Cn1cncn1)c2ccc(Cl)cc2Cl,Fungicide
2396,Pencycuron,66063-05-6,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,Fungicide
2397,Pendimethalin,40487-42-1,CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,Herbicide
2398,Penfluron,35367-31-8,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(cc2)C(F)(F)F,Insecticide
2400,Penoxsulam,219714-96-2,COc1cnc(OC)n2nc(N[S](=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,Herbicide
2403,Pentachlorophenyl laurate,3772-94-9,CCCCCCCCCCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,"Algaecide,Fungicide,Microbiocide,Wood Preservative"
2409,Perfluidone,37924-13-3,Cc1cc(ccc1N[S](=O)(=O)C(F)(F)F)[S](=O)(=O)c2ccccc2,Herbicide
2411,Perfluorooctane sulfonate,1763-23-1,O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Breakdown product,Insecticide"
2412,Permethrin,"52645-53-1, 54774-45-7, 51877-74-8",CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,Insecticide
2414,Peroxyacetic acid,79-21-0,CC(=O)OO,"Fungicide,Herbicide,Microbiocide,Rodenticide"
2415,Pethoxamid,106700-29-2,CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,Herbicide
2419,Phenisopham,57375-63-0,CCN(C(=O)Oc1cccc(NC(=O)OC(C)C)c1)c2ccccc2,Herbicide
2420,Phenkapton,2275-14-1,CCO[P](=S)(OCC)SCSc1cc(Cl)ccc1Cl,Insecticide
2421,Phenmedipham,13684-63-4,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,Herbicide
2423,Phenobenzuron,3134-12-1,CN(C)C(=O)N(c1ccc(Cl)c(Cl)c1)C(=O)c2ccccc2,Herbicide
2424,Phenol,108-95-2,Oc1ccccc1,"Microbiocide,Nematicide"
2426,MCPA thioethyl,25319-90-8,CCSC(=O)COc1ccc(Cl)cc1C,Herbicide
2427,Phenothrin,"26002-80-2, 26046-85-5, 51186-88-0",CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,Insecticide
2429,Phenthoate,2597-03-7,CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,Insecticide
2432,Phenylethyl propionate,122-70-3,CCC(=O)OCCc1ccccc1,"Dog and Cat Repellent,Fragrance component or p,Herbicide,Insect Repellent,Insecticide,Pheromone"
2433,Phenylmercuriammonium propionate,53404-68-5,N.CCCC(=O)O[Hg]c1ccccc1,Fungicide
2434,Phenylmercuric 2-ethylhexanoate,13302-00-6,CCCCC(CC)C(=O)O[Hg]c1ccccc1,"Fungicide,Microbiocide"
2435,Phenylmercuric borate,6273-99-0,OB(O[Hg]c1ccccc1)O[Hg]c2ccccc2,"Fungicide,Microbiocide"
2437,Phenylmercuric chloride,100-56-1,Cl[Hg]c1ccccc1,"Fungicide,Microbiocide"
2438,Phenylmercuric dimethyldithiocarbamate,32407-99-1,[Hg++].CN(C)C([S-])=S.C1=CC=[C-]C=C1,"Fungicide,Microbiocide"
2440,Phenylmercuric hydroxide,100-57-2,O|[Hg]c1ccccc1,"Fungicide,Herbicide,Microbiocide"
2441,Phenylmercuric lactate,122-64-5,CC(O)C(=O)O[Hg]c1ccccc1,"Fungicide,Herbicide,Microbiocide"
2445,Phenylmercuric nitrate,55-68-5,[O-][N+](=O)O[Hg]c1ccccc1,"Fungicide,Herbicide,Microbiocide"
2446,Phenylmercuric octanoate,13864-38-5,CCCCCCCC(=O)O[Hg]c1ccccc1,"Fungicide,Herbicide,Microbiocide"
2447,Phenylmercuric oleate,104-60-9,CCCCCCCC/C=C/CCCCCCCC(=O)O[Hg]c1ccccc1,"Fungicide,Herbicide,Microbiocide"
2448,Phenylmercuric propionate,103-27-5,CCC(=O)O[Hg]c1ccccc1,"Fungicide,Herbicide,Microbiocide"
2449,Phenylmercuric salicylate,28086-13-7,Oc1ccccc1C(=O)O[Hg]c2ccccc2,"Fungicide,Herbicide,Microbiocide"
2451,Phenylmercuritriethanolammonium lactate,23319-66-6,CC(O)C([O-])=O.OCCN(|[Hg+]c1ccccc1)(CCO)CCO,"Fungicide,Herbicide,Microbiocide"
2452,Phenylmercury 8-hydroxyquinolinolate,14354-56-4,Oc1cccc2ccc([O-])nc12.[Hg+]c3ccccc3,"Fungicide,Herbicide,Microbiocide"
2453,Phenylmercury benzoate,94-43-9,[O-]C(=O)c1ccccc1.[Hg+]c2ccccc2,"Fungicide,Herbicide,Microbiocide"
2454,Phenylmercury nitrate,8003-05-2,[O-][N+]([O-])=O.[Hg+]c1ccccc1,Fungicide
2456,Phorate,298-02-2,CCO[P](=S)(OCC)SCSCC,"Insecticide,Nematicide"
2457,Phosacetim,4104-14-7,CC(N)=N[P](=S)(Oc1ccc(Cl)cc1)Oc2ccc(Cl)cc2,Rodenticide
2458,Phosalone,2310-17-0,CCO[P](=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,Insecticide
2461,Phosdiphen,36519-00-3,CCO[P](=O)(Oc1ccc(Cl)cc1Cl)Oc2ccc(Cl)cc2Cl,Fungicide
2462,Phosmet,732-11-6,CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,Insecticide
2463,Phosnichlor,5826-76-6,CO[P](=S)(OC)Oc1ccc(Cl)c(c1)[N+]([O-])=O,Insecticide
2464,Phosphamidon,13171-21-6,CCN(CC)C(=O)\C(Cl)=C(/C)O[P](=O)(OC)OC,Insecticide
2471,Phostebupirim,96182-53-5,CCO[P](=S)(OC(C)C)Oc1cnc(nc1)C(C)(C)C,Insecticide
2472,Phoxim,14816-18-3,CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,Insecticide
2473,Phoxim-methyl,14816-16-1,CO[P](=S)(OC)O\N=C(C#N)/c1ccccc1,Insecticide
2474,Phthalaldehyde,643-79-8,O=Cc1ccccc1C=O,Microbiocide
2475,Phthalide,27355-22-2,Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl,Fungicide
2478,Picaridin,119515-38-7,CCC(C)OC(=O)N1CCCCC1CCO,"Insect Repellent,Insecticide"
2479,Picloram,1918-02-1,Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,Herbicide
2482,"Picloram, isooctyl ester",26952-20-5,CCCCCCC(C)OC(=O)c1nc(Cl)c(Cl)c(N)c1Cl,Herbicide
2484,"Picloram, potassium salt",2545-60-0,[K+].Nc1c(Cl)c(Cl)nc(C([O-])=O)c1Cl,Herbicide
2485,"Picloram, triethylamine salt",35832-11-2,CCN(CC)CC.Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,Herbicide
2486,"Picloram, triisopropanolamine salt",6753-47-5,CC(O)CN(CC(C)O)CC(C)O.Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,Herbicide
2487,Picolinafen,137641-05-5,Fc1ccc(NC(=O)c2cccc(Oc3cccc(c3)C(F)(F)F)n2)cc1,Herbicide
2488,Picoxystrobin,117428-22-5,CO/C=C(C(=O)OC)/c1ccccc1COc2cccc(n2)C(F)(F)F,Fungicide
2490,Pindone,83-26-1,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,Rodenticide
2492,"Pindone, sodium salt",6120-20-3,[Na+].CC(C)(C)C(=O)[C-]1C(=O)c2ccccc2C1=O,"Bird Repellent,Rodenticide"
2496,Pinene,1330-16-1,CC1(C)C2CCC(=C)C1C2,Insecticide
2497,Pinoxaden,243973-20-8,CCc1cc(C)cc(CC)c1C2=C(OC(=O)C(C)(C)C)N3CCOCCN3C2=O,Herbicide
2498,Piperalin,3478-94-2,CC1CCCCN1CCCOC(=O)c2ccc(Cl)c(Cl)c2,Fungicide
2499,Piperonyl butoxide,51-03-6,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,"Insecticide,Synergist"
2500,Piperophos,24151-93-7,CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,Herbicide
2501,Pirimicarb,23103-98-2,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,Insecticide
2502,Pirimiphos ethyl,23505-41-1,CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,Insecticide
2503,Pirimiphos-methyl,29232-93-7,CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1,Insecticide
2508,PMA,62-38-4,CC(=O)O[Hg]c1ccccc1,"Fungicide,Herbicide,Microbiocide"
2510,PMAA,53404-67-4,N.CC(=O)O[Hg]c1ccccc1,"Fungicide,Microbiocide"
2515,(Poly-N-acetyl--D-glucosamine)-protein,9012-76-4,COC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7N)[C@H](O)[C@H]6N)[C@H](O)[C@H]5N)[C@H](O)[C@H]4N)[C@H](O)[C@H]3N)[C@H](O)[C@H]2N)[C@@H](CO)O[C@H]1O[C@H]8[C@H](O)[C@@H](N)[C@@H](O[C@@H]8CO)O[C@H]9[C@H](O)[C@@H](N)[C@H](O)O[C@@H]9CO,"Fungicide,Plant Growth Regulator"
2521,Polybutenes,"9003-29-6, 9003-28-5",CCC=C.C\C=C\C,Rodenticide
2524,Polyethoxy polypropoxy polyethoxy ethanol - iodine complex,26617-87-8,CC1CO1.II.C2CO2,Microbiocide
2537,Polyisobutylene,9003-27-4,CC(C)=C,Rodenticide
2540,Polyoxin,11113-80-7,NC(C=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(C(O)=O)C(=O)NC2=O,Fungicide
2541,Polyoxin B,19396-06-6,N[C@@H]([C@H](O)[C@@H](O)COC(N)=O)C(=O)N[C@@H]([C@H]1O[C@H](C(O)C1O)N2C=C(CO)C(=O)NC2=O)C(O)=O,Fungicide
2561,Polypropylene glycol,25322-69-4,CC(O)COC(C)CO,"Adjuvant,Insecticide"
2563,Polyvinyl pyrrolidone,9003-39-8,C=CN1CCCC1=O,Microbiocide
2564,Polyvinyl pyrrolidone - iodine complex,25655-41-8,II.C=CN1CCCC1=O,Microbiocide
2569,"Potassium 2,2'-methylenebis(3,4,6-trichlorophenate)",67923-62-0,[K+].[K+].[O-]c1c(Cl)cc(Cl)c(Cl)c1Cc2c([O-])c(Cl)cc(Cl)c2Cl,Microbiocide
2570,"Potassium 2,4-dichlorophenoxyacetate",14214-89-2,[K+].[O-]C(=O)COc1ccc(Cl)cc1Cl,Herbicide
2571,"Potassium 2,4,6-trichlorophenate",2591-21-1,[K+].[O-]c1c(Cl)cc(Cl)cc1Cl,Microbiocide
2572,"Potassium 3,4-dichloroisothiazole-5-carboxylate",67403-00-3,[K+].[O-]C(=O)c1snc(Cl)c1Cl,Microbiocide
2573,Potassium acetate,127-08-2,[K+].CC([O-])=O,"Fungicide,Microbiocide,pH Adjustment"
2574,Potassium ammonium ethylenebis(dithiocarbamate),22221-14-3,[NH4+].[K+].[S-]C(=S)NCCNC([S-])=S,Microbiocide
2576,Potassium asulam,14089-43-1,[K+].COC(=O)N=[S]([O-])(=O)c1ccc(N)cc1,Herbicide
2583,Potassium dimethyl dithio carbamate,128-03-0,[K+].CN(C)C([S-])=S,Microbiocide
2584,Potassium dodecylbenzene sulfonate,27177-77-1,[K+].CCCCCCCCCCCCc1ccc(cc1)[S]([O-])(=O)=O,"Adjuvant,Fungicide,Insecticide,Microbiocide"
2585,Potassium glycolate,1932-50-9,[K+].OCC([O-])=O,Microbiocide
2589,Potassium laurate,"61789-30-8, 10124-65-9, 67701-09-1",[K+].CCCCCCCCCCCC([O-])=O,"Adjuvant,Fungicide,Insecticide,Microbiocide,Soap or Surfactant"
2595,Potassium para-tert-butylphenate,3130-29-8,[K+].CC(C)(C)c1ccc([O-])cc1,Microbiocide
2597,Potassium peroxydisulfate,7727-21-1,[K+].[K+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O,"Fungicide,Herbicide,Microbiocide,Rodenticide"
2598,Potassium peroxymonosulfate,"10058-23-8, 37222-66-5",[K+].OO[S]([O-])=O,"Fungicide,Herbicide,Microbiocide,Rodenticide"
2604,Potassium sorbate,"590-00-1, 24634-61-5",[K+].C/C=C/C=C/C([O-])=O,Fungicide
2611,Potassium toluene sulfonate,30526-22-8,[K+].Cc1ccccc1[S]([O-])(=O)=O,"Fungicide,Microbiocide"
2613,Potassium warfarin,2610-86-8,[K+].CC(=O)CC([C-]1C(=O)Oc2ccccc2C1=O)c3ccccc3,Rodenticide
2614,Potassium xylenesulfonate,30346-73-7,[K+].Cc1cccc(c1C)[S]([O-])(=O)=O,"Fungicide,Microbiocide"
2615,PPG-1259,78327-32-9,CN1CC(O)N(C1=O)c2cc(on2)C(C)(C)C,Algaecide
2616,Prallethrin,23031-36-9,CC(C)=C[C@H]1[C@H](C(=O)OC2CC(=O)C(=C2C)CC#C)C1(C)C,Insecticide
2617,Prefox (cyprazine with ethiolate),8071-40-7,CCSC(=O)N(CC)CC.CC(C)Nc1nc(Cl)nc(NC2CC2)n1,Herbicide
2618,Premerge plus (naptalam with dinoseb),8075-57-8,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O.OC(=O)c2ccccc2C(=O)Nc3cccc4ccccc34,Herbicide
2619,Pretilachlor,51218-49-6,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,Herbicide
2621,Primisulfuron-methyl,86209-51-0,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(OC(F)F)cc(OC(F)F)n2,Herbicide
2622,Probenazole,27605-76-1,C=CCOC1=N[S](=O)(=O)c2ccccc12,"Fungicide,Microbiocide"
2623,Prochloraz,67747-09-5,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,Fungicide
2626,Procyanazine,32889-48-8,CC(C)(Nc1nc(Cl)nc(NC2CC2)n1)C#N,Herbicide
2627,Procymidone,32809-16-8,CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3,Fungicide
2628,Prodiamine,29091-21-2,CCCN(CCC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,Herbicide
2630,Profenofos,41198-08-7,CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,Insecticide
2631,Profluralin,26399-36-0,CCCN(CC1CC1)c2c(cc(cc2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,Herbicide
2635,Proglinazine-ethyl,68228-18-2,CCOC(=O)CNc1nc(Cl)nc(NC(C)C)n1,Herbicide
2637,Promacyl,34264-24-9,CCCC(=O)CNC(=O)Oc1cc(C)cc(c1)C(C)C,Insecticide
2638,Promecarb,2631-37-0,CNC(=O)Oc1cc(C)cc(c1)C(C)C,Insecticide
2639,Prometon,1610-18-0,COc1nc(NC(C)C)nc(NC(C)C)n1,Herbicide
2640,Prometryn,7287-19-6,CSc1nc(NC(C)C)nc(NC(C)C)n1,Herbicide
2641,Propachlor,1918-16-7,CC(C)N(C(=O)CCl)c1ccccc1,Herbicide
2642,Propamocarb,24579-73-5,[Cl-].CCCOC(=O)NCCC[NH+](C)C,Fungicide
2643,Propamocarb hydrochloride,25606-41-1,[Cl-].CCCOC(=O)NCCC[NH+](C)C,Fungicide
2645,Propanil,709-98-8,CCC(=O)Nc1ccc(Cl)c(Cl)c1,Herbicide
2646,Propaphos,7292-16-2,CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1,Insecticide
2647,Propaquizafop,111479-05-1,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCCON=C(C)C,Herbicide
2648,Propargite,"2312-35-8, 1942-71-8",CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,Insecticide
2649,Propargyl bromide,106-96-7,BrCC#C,"Fumigant,Nematicide"
2650,Propazine,139-40-2,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,Herbicide
2651,Propetamphos,31218-83-4,CCN[P](=S)(OC)OC(/C)=C\C(=O)OC(C)C,Insecticide
2652,Propham,122-42-9,CC(C)OC(=O)Nc1ccccc1,"Herbicide,Plant Growth Regulator"
2653,Propiconazole,60207-90-1,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,Fungicide
2655,Propionic acid,79-09-4,CCC(O)=O,"Fungicide,Microbiocide,Preservative"
2656,Propisochlor,86763-47-5,CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,Herbicide
2657,Propoxon,5823-13-2,Nc1ncnc(Nc2ccc3ccccc3c2)c1[N+]([O-])=O,Insecticide
2658,Propoxur,114-26-1,CNC(=O)Oc1ccccc1OC(C)C,Insecticide
2660,Propoxycarbazone,145026-81-9,CCCONNC(=O)N=N,Herbicide
2661,Propoxycarbazone-sodium,181274-15-7,[Na+].CCCOC1=NN(C(=O)N=[S]([O-])(=O)c2ccccc2C(=O)OC)C(=O)N1C,Herbicide
2662,Propyl paraben,94-13-3,CCCOC(=O)c1ccc(O)cc1,"Fungicide,Microbiocide"
2664,"Propyl paraben, sodium salt",35285-69-9,[Na+].CCCOC(=O)c1ccc([O-])cc1,"Fungicide,Microbiocide"
2666,Propylene glycol,"57-55-6, 4254-15-3",CC(O)CO,"Adjuvant,Fungicide,Microbiocide"
2667,"Propylene glycol 2,4-dichlorophenoxyacetate",53466-77-6,CC(O)CO.OC(=O)COc1ccc(Cl)cc1Cl,Herbicide
2670,"Propylene glycol isobutyl ether 2,4,5-trichlorophenoxyacetate",53466-86-7,CCC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl.CC(CO)OC(=O)COc2cc(Cl)c(Cl)cc2Cl,Herbicide
2671,Propyzamide,23950-58-5,CC(C)(NC(=O)c1cc(Cl)cc(Cl)c1)C#C,Herbicide
2672,Prosulfocarb,52888-80-9,CCCN(CCC)C(=O)SCc1ccccc1,Herbicide
2673,Prosulfuron,94125-34-5,COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2CCC(F)(F)F)n1,Herbicide
2675,Prothiocarb,19622-08-3,[Cl-].CCSC(=O)NCCC[NH+](C)C,Fungicide
2676,Prothiocarb hydrochloride,19622-19-6,[Cl-].CCSC(=O)NCCC[NH+](C)C,Fungicide
2677,Prothioconazole,178928-70-6,OC(CN1NC=NC1=S)(Cc2ccccc2Cl)C3(Cl)CC3,Fungicide
2678,Prothiofos,34643-46-4,CCCS[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,Insecticide
2679,Prothion,5969-94-8,CCOC(=O)CCS[P](=S)(OCC)OCC,Insecticide
2680,Prothoate,2275-18-5,CCO[P](=S)(OCC)SCC(=O)NC(C)C,Insecticide
2681,Prynachlor,21267-72-1,CC(C#C)N(C(=O)CCl)c1ccccc1,"Herbicide,Plant Growth Regulator"
2707,Pymetrozine,123312-89-0,CC1=NNC(=O)N(C1)\N=C\c2cccnc2,Insecticide
2708,Pyracarbolid,24691-76-7,CC1=C(CCCO1)C(=O)Nc2ccccc2,Fungicide
2709,Pyraclofos,"77458-01-6, 89784-60-1",CCCS[P](=O)(OCC)Oc1cnn(c1)c2ccc(Cl)cc2,Insecticide
2710,Pyraclostrobin,175013-18-0,CON(C(=O)OC)c1ccccc1COc2ccn(n2)c3ccc(Cl)cc3,Fungicide
2711,Pyraflufen-ethyl,129630-19-9,CCOC(=O)COc1cc(c(F)cc1Cl)c2nn(C)c(OC(F)F)c2Cl,Herbicide
