Active Substance ID,Substance,CAS Number,Status under Reg. (EC) No 1107/2009,Date of approval,Expiration of approval,Legislation,Remark,RMS,Co-RMS,Assess Risk,Reg 396/2005,Candidate for substitution,Basic substance,Low-risk a.s.,ADI (mg/kg bw/d),Source/Year,Remark,ARfD (mg/kg bw),Source/Year,Remark,AOEL (mg/kg bw/d),Source/Year,Remark,AAOEL (mg/kg bw/d),Source/Year,Remark,Other (mg/kg bw/d),Source/Year,Remark,Classification (Reg. 1272/2008),Authorised,Functions
250,Isoxathion,18854-01-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
251,Jasmonic acid,No CAS allocated,Not approved,,,2007/442,"<p>CAS, other source than ECHA: 6894-38-8</p>",,,,,,,,,,,,,,,,,,,,,,,,,
1488,Karanjin,521-88-0,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
252,Karbutilate,4849-32-5,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
253,Kasugamycin,6980-18-3,Not approved,,,2005/303,,,,,,,,,,,,,,,,,,,,,,,,,,"BA,FU"
254,Kelevan,4234-79-1,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H311, Acute Tox. 4 - H302, Aquatic Chronic 2 - H411",,IN
255,Kieselgur (diatomaceous earth),61790-53-2,Approved,1/1/2021,31/01/2036,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) 2020/2101, Reg. (EU) No 1089/2013, Reg. (EU) No 540/2011",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p>,AT,EL,EFSA,Reg. (EC) No 839/2008,,,,,Reg. (EU) 2020/2101,,,Reg. (EU) 2020/2101,,,Reg. (EU) 2020/2101,,,Reg. (EU) 2020/2101,,,,,,"AT, BE, CY, CZ, DE, EL, ES, FR, HR, HU, IT, LT, LU, LV, PL, SI",IN
256,Kinoprene,42588-37-4,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
257,Kresoxim-methyl,143390-89-0,Approved,1/1/2012,31/05/2027,"2007/21/EC, 99/01/EC, Reg. (EU) 2024/2781, Reg. (EU) No 2019/291, Reg. (EU) No 540/2011, Reg. (EU) No 810/2011",,SE,FR,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/1200, Reg. (EU) 2016/486, Reg. (EU) 2019/1015, Reg. (EU) 2020/856, Reg. (EU) No 251/2013, Reg. (EU) No 364/2014 , Reg. (EU) No 813/2011",,,,0.4 mg/kg bw/day,99/1/EC,,,99/1/EC,,0.9 mg/kg bw/day,99/1/EC,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",
412,L-Ascorbic acid,50-81-7,Not approved,1/7/2014,30/06/2024,"Dossier complete 05/751/EC, Reg (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) 2022/489, Reg. (EU) No 149/2014",,NL,FR,EFSA,Reg. (EU) No 588/2014,,,,,EFSA 2013,,,EFSA 2013,,,EFSA 2013,,,,,,,,,NL,
1481,L-Carvone,6485-40-1,Pending,,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,PG
1291,L-cysteine,see remark,Approved,,,Reg. (EU) 2020/642,<p>CAS :</p><p>52-89-1 (L-cysteine hydrochloride) </p><p>7048-04-6 (L-cysteine hydrochloride monohydrate) </p>,,,,Reg. (EU) 2021/590,,Yes,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
995,Lactic acid,50-21-5,Not approved,,,2004/129/EC,,,,,Reg. (EU) 2015/165,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,PG
258,Lactofen,77501-63-4,Not approved,,,2007/442,,,,,"Reg. (EC) No 839/2008, Reg. (EU) No 899/2012",,,,,,,,,,,,,,,,,,,,,
260,Laminarin,9008-22-4,Approved,1/3/2018,28/02/2033,"05/3/EC, Reg. (EU) 2017/841, Reg. (EU) 2018/112, Reg. (EU) No 540/2011",<p>The original RMS was Belgium.</p><p>RMS responsible for the last approval: NL</p><p>Co-RMS responsible for the last approval: FR</p>,EL,FR,EFSA,Reg. (EC) No 839/2008,,,Yes,,Reg. (EU) 2018/112,,,Reg. (EU) 2018/112,,,Reg. (EU) 2018/112,,,,,,,,,"BE, BG, CY, DK, EL, ES, FR, HR, IE, IT, NL, PL, PT, SE",
1303,Landes pine tar,No CAS allocated,Not approved,,,Reg. (EU) No 2018/1294,"<p>Application as a basic substance, made on 22 December 2015, resulted in the non approval as a basic substance.</p>",,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
261,Lanolin,No CAS allocated,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Lauric acid  (CAS 143-07-7),143-07-7,Not approved,,,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2020/1160, Reg. (EU) 2023/1446, Reg. (EU) 2024/1280, Reg. (EU) 2024/2221, Reg. (EU) No 540/2011",<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p><p>Former extension of approval : 15/12/2024 - Reg. (EU) 2024/1280 sets new expiry date to 31/08/2024</p>,EL,AT,,Reg. (EC) No 839/2008,,,,,Dir 08/127,,,Dir 08/127,,,Dir 08/127,,,,,,,,,,
263,Lauryldimethylbenzylammonium bromide,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,"BA,FU"
264,Lauryldimethylbenzylammonium chloride,139-07-1,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,HB
1223,Lavandulyl senecioate,23960-07-8,Approved,3/6/2020,3/6/2035,Reg. (EU) 2020/646,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 29/12/2016.</p><p>RMS responsible for the last approval: IT</p>,SE,NL,EFSA,Commission Regulation (EU) 2024/2612 ,,,Yes,, Reg. (EU) 2020/646,,,Reg. (EU) 2020/646,,, Reg. (EU) 2020/646,,,,,,,,,"EL, ES, IT, PT",
266,Lecithin,8002-43-5,Not approved,,,,<p>Plant extract</p>,,,,,,,,,,,,,,,,,,,,,,,,"ES, IT",FU
1208,Lecithins (basic substance),8002-43-5,Approved,,,"Reg. (EU) 2015/1116, Reg. (EU) No 540/2011",,,,,Reg. (EU) 2016/143,,Yes,,, Reg. (EU) 2015/1116,,, Reg. (EU) 2015/1116,,, Reg. (EU) 2015/1116,,,,,,,,,,FU
1519,Ledprona,No CAS allocated,Pending,,,,,BE,AT,,,,,,,,,,,,,,,,,,,,,,,OT
1441,Lemon essential oil,No CAS allocated,Not approved,,,Reg. (EU) 2023/200,<p>Application as a basic substance resulted in the non approval as a basic substance.</p>,,,,,,,,,,,,,,,,,,,,,,,,,OT
267,Lenacil,8/1/2164,Approved,1/1/2009,15/08/2025,"2008/69/EC, 2010/39/EU, Reg. (EU) 2015/408, Reg. (EU) 2018/1796, Reg. (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) No 540/2011",,BE,AT,EFSA,Reg. (EC) No 149/2008,two PBT criteria,,,0.12 mg/kg bw/day,Dir 10/39,,,Dir 10/39,,0.4 mg/kg bw/day,Dir 10/39,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351","AT, BE, CY, CZ, DE, EL, ES, FR, HR, IE, IT, NL, PL, PT, RO, SK",HB
666,Lepimectin,863549-51-3,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,IN
268,Lime phosphate,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,PG
269,Lime sulphur (calcium polysulphid),1344-81-6,Approved,1/6/2011,31/01/2027,"2011/43/EU, Reg. (EU) 2024/1206, Reg. (EU) No 2018/1266, Reg. (EU) No 540/2011, Reg. (EU)2020/2007","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0941:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/941. Included as from 1 June 2011 following re-submission for inclusion according to Reg. 33/2008.</a></p>",CZ,NL,EFSA,Reg. (EU) 2015/1608,,,,,11/43/EU,,,11/43/EU,,1.5 mg/kg bw/day,11/43/EU,,,,,,,,,"AT, BG, DE, EL, ES, HU, IT, LU, NL, PT",
1379,Limestone,1317-65-3 ,Approved,1/11/2021,31/10/2036,"2008/127, Reg. (EU) 2022/801, Reg. (EU) 2023/962, Reg. (EU) No 369/2012, Reg. (EU) No 540/2011",<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 26/07/2019</p>,CZ,,EFSA,"Reg. (EC) No 839/2008, Reg. (EU) 2020/1565",,,Yes,,,,,,,,,,,,,,,,,,RE
1323,Lindane,See note,Not approved,,,00/801/EC,"<p>CAS <span style=""background-color: rgb(236, 253, 245); color: rgb(17, 24, 39);"">(1α,2β,3α,4β,5α,6β)-1,2,3,4,5,6-hexachlorocyclohexane = </span><span style=""background-color: rgb(255, 255, 255); color: rgb(17, 24, 39);"">319-85-7</span></p><p>CAS <span style=""background-color: rgb(236, 253, 245); color: rgb(17, 24, 39);"">BHC or HCH =</span> <span style=""background-color: rgb(255, 255, 255); color: rgb(17, 24, 39);"">608-73-1</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(17, 24, 39);"">CAS  </span><span style=""background-color: rgb(236, 253, 245); color: rgb(17, 24, 39);"">(1α,2α,3β,4α,5β,6β)-1,2,3,4,5,6-hexachlorocyclohexane = </span><span style=""background-color: rgb(255, 255, 255); color: rgb(17, 24, 39);"">319-84-6</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(17, 24, 39);"">CAS </span><span style=""background-color: rgb(236, 253, 245); color: rgb(17, 24, 39);"">(1α,2α,3α,4β,5β,6β)-1,2,3,4,5,6-hexachlorocyclohexane = </span><span style=""background-color: rgb(255, 255, 255); color: rgb(17, 24, 39);"">6108-10-7</span></p>",,,,"Reg. (EC) No 149/2008, Reg. (EU) 2017/978",,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 4 - H312, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Lact. - H362, STOT RE 2 - H373",,"IN,RO"
270,Linuron,330-55-2,Not approved,1/1/2004,3/3/2017,"03/31/EC, Reg (EU) 2015/408, Reg. (EU) 2016/950, Reg. (EU) 2017/244, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012","<p>The original RMS was the UK.</p><p>Non-renewal of approval <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1490350984535&uri=CELEX:32017R0244"" rel=""noopener noreferrer"" target=""_blank"">Reg. (EU) 2017/244</a>toxic for reproduction 1A / 1B</p>",IT,DE,COM,"Reg. (EC) No 149/2008, Reg. (EU) 2019/58",toxic for reproduction 1A / 1B,,,0.003 mg/kg bw/day,Reg. (EU) 2017/244,,Not Applicable,Reg. (EU) 2017/244,Could not be established,0.0063 mg/kg bw/day,Reg. (EU) 2017/244,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Repr. 1B - H360Df, STOT RE 2 - H373",,HB
271,Lufenuron,103055-07-8,Not approved,1/1/2010,31/12/2019,"2009/77/EC, Reg. (EU) 2022/801, Reg. (EU) No 540/2011",,ES,HU,COM,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2018/78, Reg. (EU) 2020/856",two PBT criteria,,,0.015 mg/kg bw/day,Dir 09/77,,,Dir 09/77,,0.01 mg/kg bw/day,Dir 09/77,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317",,IN
1452,Lysate of Willaertia magna C2c Maky,No CAS allocated,Pending,,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,
1324,MCPA,see remark,Approved,1/5/2006,15/08/2026,"05/57/EC, Reg. (EU) 2017/1511, Reg. (EU) 2018/1262, Reg. (EU) 2019/1589, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/1757, Reg. (EU) No 540/2011, Reg. (EU) No 762/2013, Reg. (EU)2020/1511",<p>The original RMS was Italy.</p><p>CAS  :CAS No 94-74-6 25319-90-8</p>,PL,NL,COM,"Reg. (EC) No 149/2008, Reg. (EU) No 491/2014",,,,0.05 mg/kg bw/day,SCoFCAH July 08,,0.15 mg/kg bw,Dir 05/57,,0.04 mg/kg bw/day,Dir 05/57,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Dam. 1 - H318, Skin Irrit. 2 - H315","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",HB
279,MCPB,94-81-5,Approved,1/5/2006,15/08/2026,"05/57/EC, Reg. (EU) 2017/1511, Reg. (EU) 2018/1262, Reg. (EU) 2019/1589, Reg. (EU) 2020/1511, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/1757, Reg. (EU) No 540/2011, Reg. (EU) No 762/2013",<p>The original RMS was Italy.</p>,PL,NL,COM,"Reg. (EC) No 149/2008, Reg. (EU) No 491/2014",,,,0.01 mg/kg bw/day,Dir 05/57,,0.05 mg/kg bw,Dir 05/57,,0.06 mg/kg bw/day,Dir 05/57,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, CZ, EE, FR, HU, IE, LT, LU, LV, PL, RO, SK",HB
891,MSMA (methyl arsonic acid),124-58-3,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
1467,Magnesium Hydroxide,1309-42-8,Approved,,,Reg. (EU) 2024/836,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
272,Magnesium phosphide,12057-74-8 ,Approved,1/9/2009,30/11/2026,"2008/125, Reg. (EU) 2017/195, Reg. (EU) 2022/708, Reg. (EU) 2023/1446, Reg. (EU) No 540/2011",,AT,EE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2016/1785",,,,0.022 mg/kg bw/day,EFSA 08,,0.038 mg/kg bw,EFSA 08,,0.022 mg/kg bw/day,Dir 08/125,,,,,,,,"Acute Tox. 1 - H330, Acute Tox. 2 - H300, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Water-react. 1 - H260","AT, BE, BG, CY, DE, EE, EL, ES, FI, FR, HR, HU, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK","IN,RO"
273,Malathion,121-75-5,Approved,1/5/2010,31/07/2026,"2010/17/EU, Reg. (EU) 2017/1527, Reg. (EU) 2018/1495, Reg. (EU) 2022/378, Reg. (EU) 2023/689, Reg. (EU) No 540/2011",<p>FI was the original RMS</p><p><br></p><p>Initially non included by Decision 2007/389. Included as from 1 May 2010 following re-submission for inclusion according to Reg. 33/2008</p><p><br></p><p>Only uses as insecticide in greenhouses with a permanent structure may be authorised.</p><p>Amendment or withdrawal of existing authorisations: 29 April 2019</p><p>Max. period of grace: 29 January 2020</p>,CZ,BG,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 270/2012, Regulation (EU) 2015/399",,,,0.03 mg/kg bw/day,Reg. (EU) 2018/1495,,0.3 mg/kg bw,Reg. (EU) 2018/1495,,0.03 mg/kg bw/day, Reg. (EU) 2018/1495,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317",,"AC,IN"
820,Maleic hydrazide,123-33-1 ,Approved,1/11/2017,31/10/2032,"03/31/EC, 79/117/EEC, Reg. (EU) 2016/950, Reg. (EU) 2017/1506, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",<p>RMS responsible for the last approval: DK</p><p>Co-RMS responsible for the last approval: BE</p>,BE,,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2018/685, Reg. (EU) 2021/590, Reg. (EU) No 777/2013",,,,0.25 mg/kg bw/day,Reg. (EU) 2017/1506,,,Reg. (EU) 2017/1506,,0.25 mg/kg bw/day,Reg. (EU) 2017/1506,,,,,,,,,"AT, BE, CZ, DE, DK, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, PL, PT, RO, SE, SI, SK",
274,Maltodextrin,9050-36-6,Approved,1/10/2013,28/02/2026,"2013/38/EU, Dossier complete 08/20/EC, Reg. (EU) 2023/1446, Reg. (EU) No 355/2013, Reg. (Eu) 2018/155",<p>The original RMS was UK.</p>,IE,FR,EFSA,Reg. (EC) No 839/2008,,,,,EFSA 2013,,,EFSA 2013,,,EFSA 2013,,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EL, ES, FR, HU, IE, IT, LU, MT, NL, PL, PT, RO, SE, SK",IN
275,Mamestra brassica nuclear polyhedrosis virus,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Mancopper,53988-93-5,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
277,Mancozeb,1/7/8018,Not approved,1/7/2006,4/1/2021,"05/72/EC, Reg. (EU) 2018/1796, Reg. (EU) 2019/2094, Reg. (EU) 2020/2087, Reg. (EU) 84/2018, Reg. (EU) No 540/2011, Reg. (EU) No 762/2013",<p>The original RMS was Italy.</p><p><br></p><p>The previous RMS was UK.</p><p>Withdrawal of authorisations: by 4 July 2021</p><p>Maximun Grace Period: 4 January 2022</p>,EL,,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 822/2009, Reg. (EC) No 839/2008, Reg. (EU) 2016/1, Reg. (EU) 2016/567, Reg. (EU) 2017/171, Reg. (EU) No 34/2013, Reg. (EU) No 750/2010, Reg. (EU) No 978/2011 ",,,,0.023 mg/kg bw/day,Reg. (EU) 2020/2087,,0.15 mg/kg bw,Reg. (EU) 2020/2087,,0.011 mg/kg bw/day,Reg. (EU) 2020/2087,,0.075 mg/kg bw,Reg. (EU) 2020/2087,,,,,"Aquatic Acute 1 - H400, Repr. 2 - H361d, Skin Sens. 1 - H317",,FU
1200,Mandestrobin,173662-97-0,Approved,9/12/2015,9/12/2025,"Reg. (EU) 2015/2085, Reg. (EU) No 540/2011",<p>The RMS responsible for last approval: AT</p>,SE,NO,EFSA,"Reg. (EU) 2016/486, Reg. (EU) 2018/832, Reg. (EU) 2021/1247",,,,0.19 mg/kg bw/day, Reg. (EU) 2015/2085,,,Reg. (EU) 2015/2085,Not required due to low acute toxicity profile,0.19 mg/kg bw/day, Reg. (EU) 2015/2085,,,,,,,,,"AT, CZ, DE, EL, ES, FR, HU, NL, PL, RO, SI, SK",
996,Mandipropamid,374726-62-2,Approved,1/8/2013,31/12/2025,"2011/490/EU, Dossier complete 06/589/EC, Reg. (EU) 2023/918, Reg. (EU) No 188/2013, Reg. (Eu) 2018/155",,AT,PT,EFSA,"Commission Regulation (EU) 2024/2633, Reg (EU) 2023/1069, Reg. (EC) No 459/2010, Reg. (EC) No 822/2009, Reg. (EC) No 839/2008, Reg. (EU) 2015/845, Reg. (EU) 2019/1015, Reg. (EU) 2019/1176, Reg. (EU) 2020/1565, Reg. (EU) 2020/856, Reg. (EU) 2024/344, Reg. (EU) No 737/2014, Reg. (EU) No 812/2011",,,,0.15 mg/kg bw/day,EFSA 2018,,,EFSA 2018,,0.17 mg/kg bw/day,EFSA 2018,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
278,Maneb,1/7/8018,Not approved,1/7/2006,31/01/2017,"05/72/EC, Reg. (EU) 2016/2035, Reg. (EU) 2022/801, Reg. (EU) No 540/2011, Reg. (EU) No 762/2013",,IT,UK,COM,"Reg. (EC) No 149/2008, Reg. (EC) No 822/2009, Reg. (EC) No 839/2008, Reg. (EU) 2016/1, Reg. (EU) 2016/567, Reg. (EU) 2017/171, Reg. (EU) No 34/2013, Reg. (EU) No 750/2010, Reg. (EU) No 978/2011 ",,,,0.05 mg/kg bw/day,Dir 05/72,,0.2 mg/kg bw,Dir 05/72,,0.03 mg/kg bw/day,Dir 05/72,,,,,,,,"Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, Repr. 2 - H361d, Skin Sens. 1 - H317",,FU
821,Marigold extract,No CAS allocated,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Matrine,519-02-8,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
280,Mecarbam,2595-54-2,Not approved,,,2002/2076,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,0.002 mg/kg bw/day,JMPR 1986,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,"AC,IN"
281,Mecoprop,93-65-2,Not approved,1/6/2004,31/01/2017,"03/70/EC, Reg (EU) 2015/408, Reg. (EU) 2022/801, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012",<p>non-active isomers</p><p><br></p><p>Appication for renewal withdrawn</p>,PL,IE,COM,Reg. (EC) No 149/2008,non-active isomers,,,0.01 mg/kg bw/day,Dir 03/70,,,Dir 03/70,,0.04 mg/kg bw/day,Dir 03/70,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Dam. 1 - H318, Skin Irrit. 2 - H315",,HB
282,Mecoprop-P,16484-77-8,Approved,1/6/2004,15/05/2025,"03/70/EC, Dir. 03/70/EC, Reg. (EU) 2016/2016, Reg. (EU) 2016/2016, Reg. (EU) 2018/1796, Reg. (EU) 2018/1796, Reg. (EU) 2018/84, Reg. (EU) 2018/84, Reg. (EU) 2019/2094, Reg. (EU) 2019/2094, Reg. (EU) 2021/2068, Reg. (EU) 2021/52, Reg. (EU) 2024/324, Reg. (EU) No 2023/114, Reg. (EU) No 540/2011, Reg. (EU) No 540/2011, Reg. (EU) No 823/2012, Reg. (EU) No 823/2012",<p>The original RMS was Denmark.</p>,IE,,COM,Reg. (EC) No 149/2008,,,,0.01 mg/kg bw/day,Dir 03/70,,,Dir 03/70,,0.04 mg/kg bw/day,Dir 03/70,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411, Eye Dam. 1 - H318","AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, SI, SK",HB
822,Mefenacet,73250-68-7,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,Aquatic Chronic 2 - H411,,HB
1332,Mefentrifluconazole, 1417782-03-6,Approved,20/03/2019,20/03/2029,Reg. (EU) 2019/337,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 20/04/2016</p><p><br></p><p><br></p><p>RMS responsible for the last approval: ES (original RMS : UK)</p><p>Co-RMS responsible for the last approval: FR/AT</p>,ES,FR,EFSA,"Commission Regulation (EU) 2024/2633, Reg. (EU) 2019/977, Reg. (EU) 2021/590, Reg. (EU) 2024/1078",,,,0.035 mg/kg bw/day, Reg. (EU) 2019/337,,0.15 mg/kg bw, Reg. (EU) 2019/337,,0.035 mg/kg bw/day, Reg. (EU) 2019/337,,0.15 mg/kg bw/day,Reg. (EU) 2019/337,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
283,Mefluidide,53780-34-0,Not approved,,,2004/401/EC,,,,,,,,,,,,,,,,,,,,,,,,,,PG
284,Mepanipyrim,110235-47-7,Not approved,1/10/2004,20/05/2024,"2004/62/EC, Reg. (EU) 2016/2016, Reg. (EU) 2018/524, Reg. (EU) 2019/168, Reg. (EU) 2020/421, Reg. (EU) 2021/566, Reg. (EU) 2022/378, Reg. (EU) 2023/689, Reg. (EU) 2024/1217, Reg. (EU) No 540/2011","<p>The original RMS was Italy.</p><p class=""ql-align-justify""><span style=""color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);"">New expiry date : given that Article 5 of Reg. (EU) 2024/1217 states that ''This Regulation shall enter into force on twentieth day following that of its publication in the </span><em style=""color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);"">Official Journal of the European Union</em><span style=""color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);"">.'', and given the fact that this Reg. has been published on the 30/04/2024, the new expiry date is 20/05/2024</span></p><p><span style=""color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);"">Any grace period granted by Member States in accordance with Article 46 of Regulation (EC) No 1107/2009 shall expire by 20&nbsp;May 2025.</span></p>",BE,EL,COM,"Reg. (EC) No 1050/2009, Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/1, Reg. (EU) 2016/486, Reg. (EU) No 777/2013",,,,0.02 mg/kg bw/day,04/62/EC,,0.3 mg/kg bw,04/62/EC,,0.07 mg/kg bw/day,04/62/EC,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351","DK, IT",
285,Mephosfolan,950-10-7,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Aquatic Chronic 2 - H411",,IN
286,Mepiquat,15302-91-7,Approved,1/3/2025,29/02/2040,"Dir. 2008/108, Implementing Regulation (EU) 2025/150, Reg. (EU) 2019/168, Reg. (EU) 2019/2094, Reg. (EU) 2021/2068, Reg. (EU) 2021/52, Reg. (EU) 2024/324, Reg. (EU) No 2023/114, Reg. (EU) No 540/2011",<p>CAS : </p><p>24307-26-4 (mepiquat chloride) </p><p>15302-91-7 (mepiquat) </p>,FI,EE,EFSA,"Corrigendum to Reg. (EU) 2019/50, Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/1003, Reg. (EU) 2016/1015, Reg. (EU) 2018/832, Reg. (EU) 2019/1791, Reg. (EU) 2019/50, Reg. (EU) 2021/976, Reg. (EU) 2024/1439, Reg. (EU) No 36/2014",,,,0.065 mg/kg bw/day,IR (EU) 2025/150,,0.3 mg/kg bw,IR (EU) 2025/150,,0.23 mg/kg bw/day,IR (EU) 2025/150,,0.23 mg/kg bw,IR (EU) 2025/150,,,,,,"AT, BE, BG, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, LT, LU, LV, NL, PL, RO, SE, SI, SK",PG
287,Mepronil,55814-41-0,Not approved,,,2002/2076,,,,,"Reg. (EC) No 839/2008, Reg. (EU) No 899/2012",,,,,,,,,,,,,,,,,,,,,FU
